Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL,Count_Total_Asset,Count_Total_Liability,ActBal_Total_Asset,ActBal_Total_Liability,ActBal_Total,Debt_To_Balance,Inflow_Outflow_Ratio
0,27.0,181.0,1,-1,-1,-1,-1,-1,13956.804999999998,-1.0,-1.0,-1.0,-1.0,-1.0,800.9296428571428,800.9296428571428,2.0,2.0,377.0,377.0,357.14285714285717,0.0,17.678571428571427,4.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,13956.804999999998,0.0,13956.804999999998,0.0,2.1244818056569255
0,30.0,176.0,1,-1,-1,-1,-1,-1,2418.475,-1.0,-1.0,-1.0,-1.0,-1.0,262.50107142857144,262.50107142857144,3.0,3.0,587.2467857142857,587.2467857142857,0.0,23.820357142857144,563.4264285714286,6.0,6.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,9.916785714285714,1.0,-1.0,2418.475,0.0,2418.475,0.0,0.4470029932344042
0,23.0,159.0,1,1,2,1,-1,-1,39.75107142857143,0.013571428571428571,2989.4539285714286,0.0,-1.0,-1.0,1534.4328571428573,1533.7721428571429,6.0,5.0,1372.6339285714287,1372.6339285714287,367.85714285714283,0.0,986.2767857142857,33.0,33.0,12.0,0.0,9.0,1.0,1.0,1.0,1.7108928571428572,213.29285714285714,22.424642857142857,4.0,1.0,3029.2185714285715,0.0,3029.2185714285715,0.0,1.117874783717423
1,18.0,20.0,1,-1,-1,1,-1,-1,16109.628571428571,-1.0,-1.0,0.0,-1.0,-1.0,4144.777142857142,2744.445714285714,30.0,27.0,3922.4982142857143,2713.7671428571425,757.1428571428571,7.246428571428572,221.32142857142858,55.0,31.0,9.0,2.0,8.0,0.0,1.0,0.0,0.0,0.8939285714285715,0.0,1.0,1.0,16109.628571428571,0.0,16109.628571428571,0.0,1.056667693743039
0,76.0,29.0,1,-1,-1,-1,-1,-1,2.8578571428571427,-1.0,-1.0,-1.0,-1.0,-1.0,223.5725,223.5725,4.0,4.0,474.2421428571429,474.2421428571429,142.12321428571428,178.3867857142857,152.875,15.0,15.0,8.0,2.0,1.0,0.0,1.0,1.0,0.0,5.179642857142857,15.184285714285716,1.0,-1.0,2.8578571428571427,0.0,2.8578571428571427,0.0,0.4714311093940805
1,62.0,152.0,1,-1,2,-1,1,-1,6.699285714285715,-1.0,538.1303571428572,-1.0,13.071428571428571,-1.0,3.568214285714286,0.0071428571428571435,5.0,1.0,250.88107142857143,248.52392857142857,0.0,0.0,243.03571428571428,12.0,8.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,3.261071428571429,3.0,1.0,544.8296428571429,13.071428571428571,531.7582142857143,0.024581526332235936,0.014222732114357471
0,74.0,0.0,2,-1,-1,-1,-1,-1,4474.592142857143,-1.0,-1.0,-1.0,-1.0,-1.0,0.01892857142857143,0.01892857142857143,1.0,1.0,62.892857142857146,62.892857142857146,0.0,0.0,58.07142857142857,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.9642857142857142,0.0,2.0,-1.0,4474.592142857143,0.0,4474.592142857143,0.0,0.00030096535580520733
0,23.0,83.0,1,1,1,-1,-1,-1,605.08,26022.27464285714,1825.0935714285715,-1.0,-1.0,-1.0,2003.2960714285714,2003.2382142857143,4.0,3.0,2670.3892857142855,2670.3892857142855,357.14285714285717,174.53571428571428,2125.8214285714284,10.0,10.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,28452.448214285716,0.0,28452.448214285716,0.0,0.7501887763688109
0,32.0,15.0,1,2,-1,-1,1,-1,33553.847499999996,1073.4035714285715,-1.0,-1.0,530.3564285714285,-1.0,3024.1539285714284,1683.0082142857143,24.0,10.0,2577.4185714285713,1682.9971428571428,0.0,382.4396428571428,374.42857142857144,47.0,10.0,0.0,24.0,6.0,0.0,1.0,1.0,0.0,18.292142857142856,10.571428571428571,3.0,1.0,34627.25107142857,530.3564285714285,34096.894642857136,0.0155543909236021,1.1733266613819426
0,73.0,0.0,1,-1,-1,1,-1,-1,427.5753571428572,-1.0,-1.0,0.0,-1.0,-1.0,2959.5814285714287,2004.2567857142858,17.0,14.0,2703.7096428571426,2004.2567857142858,464.2857142857143,100.86428571428571,335.82142857142856,27.0,16.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,427.5753571428572,0.0,427.5753571428572,0.0,1.0946373014926472
0,23.0,26.0,1,-1,-1,1,-1,-1,570.3421428571429,-1.0,-1.0,104.01142857142858,-1.0,-1.0,1201.8485714285714,851.9428571428572,5.0,3.0,1195.455357142857,847.0128571428571,421.42857142857144,0.0,71.85714285714286,10.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,570.3421428571429,104.01142857142858,466.3307142857143,0.22304219979956122,1.0053479314322922
0,27.0,43.0,1,-1,-1,-1,1,-1,1.7085714285714286,-1.0,-1.0,-1.0,1.1785714285714286,-1.0,2970.702857142857,2895.9900000000002,7.0,3.0,2968.4203571428575,2946.047857142857,800.0,620.9146428571429,385.25,84.0,79.0,25.0,20.0,7.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,1.7085714285714286,1.1785714285714286,0.53,2.2237154808602786,1.0007689271479823
0,55.0,185.0,1,1,-1,-1,-1,-1,178.57142857142858,2771.098571428571,-1.0,-1.0,-1.0,-1.0,74.715,74.715,2.0,2.0,14.107142857142858,14.107142857142858,0.0,10.714285714285714,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,2949.6699999999996,0.0,2949.6699999999996,0.0,5.296252789126385
1,38.0,183.0,1,-1,-1,-1,-1,-1,4415.646071428571,-1.0,-1.0,-1.0,-1.0,-1.0,1484.0089285714287,1484.0089285714287,5.0,5.0,1549.925,1549.925,500.0,0.0,789.9285714285714,13.0,13.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,4415.646071428571,0.0,4415.646071428571,0.0,0.957471443853062
0,79.0,128.0,1,-1,-1,-1,-1,-1,20.607499999999998,-1.0,-1.0,-1.0,-1.0,-1.0,491.72107142857146,491.72107142857146,4.0,4.0,931.1357142857142,931.1357142857142,0.0,847.8142857142857,79.5,16.0,16.0,0.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,10.607142857142858,1.0,-1.0,20.607499999999998,0.0,20.607499999999998,0.0,0.5280874348995295
1,58.0,51.0,1,-1,-1,-1,-1,-1,12095.031071428572,-1.0,-1.0,-1.0,-1.0,-1.0,32.143214285714286,32.143214285714286,2.0,2.0,21.428571428571427,21.428571428571427,21.428571428571427,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,12095.031071428572,0.0,12095.031071428572,0.0,1.5000165966658923
0,68.0,113.0,1,1,1,-1,-1,-1,9428.947857142857,3586.7517857142857,0.0,-1.0,-1.0,-1.0,1758.7685714285712,1757.7225,5.0,4.0,1351.6692857142857,1351.6692857142857,178.57142857142858,214.06214285714285,944.75,23.0,23.0,2.0,6.0,14.0,0.0,1.0,0.0,0.0,42.68857142857143,0.0,3.0,-1.0,13015.699642857144,0.0,13015.699642857144,0.0,1.3011826108025917
1,32.0,152.0,2,2,-1,-1,-1,-1,5419.339999999999,7352.996785714286,-1.0,-1.0,-1.0,-1.0,59.03642857142857,59.03642857142857,2.0,2.0,90.25,90.25,0.0,0.0,90.25,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,22.098214285714285,0.0,4.214285714285714,4.0,-1.0,12772.336785714284,0.0,12772.336785714284,0.0,0.6541432456208901
1,41.0,11.0,1,-1,-1,1,-1,-1,33573.15178571428,-1.0,-1.0,0.0,-1.0,-1.0,20.075,20.075,3.0,3.0,247.5,247.5,0.0,0.0,247.5,5.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,4.5,0.0,1.0,1.0,33573.15178571428,0.0,33573.15178571428,0.0,0.08111111078338945
1,30.0,96.0,1,1,1,1,1,-1,74.80785714285715,4352.067857142857,0.0,0.0,627.8571428571429,-1.0,887.9725,886.0814285714285,9.0,5.0,420.4785714285714,419.05,167.85714285714286,164.12142857142857,82.32142857142857,24.0,22.0,2.0,9.0,9.0,0.0,1.0,0.0,0.0,102.14642857142857,0.0,3.0,2.0,4426.875714285714,627.8571428571429,3799.018571428571,0.16526824780847998,2.111813914491074
1,36.0,71.0,1,-1,-1,-1,-1,-1,869.8032142857144,-1.0,-1.0,-1.0,-1.0,-1.0,357.14285714285717,357.14285714285717,1.0,1.0,360.5357142857143,360.5357142857143,0.0,0.0,357.14285714285717,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.714285714285714,1.0,-1.0,869.8032142857144,0.0,869.8032142857144,0.0,0.9905893979458641
0,32.0,26.0,1,1,-1,-1,1,-1,68.42357142857142,253.7392857142857,-1.0,-1.0,0.0,-1.0,2005.0025,2003.5625,9.0,6.0,1350.535357142857,1349.1067857142857,0.0,337.2857142857143,1006.9639285714286,23.0,21.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,322.1628571428571,0.0,322.1628571428571,0.0,1.484598302377741
0,65.0,7.0,1,-1,-1,-1,-1,-1,22.417857142857144,-1.0,-1.0,-1.0,-1.0,-1.0,1164.2882142857143,1164.2882142857143,4.0,4.0,494.9642857142857,494.9642857142857,35.714285714285715,265.32142857142856,193.92857142857142,16.0,16.0,1.0,11.0,4.0,0.0,0.0,1.0,0.0,0.0,10.821428571428571,1.0,-1.0,22.417857142857144,0.0,22.417857142857144,0.0,2.3522671140873452
0,57.0,175.0,1,-1,2,1,-1,-1,1345.2339285714286,-1.0,0.0,8.868928571428572,-1.0,-1.0,1000.0810714285715,1000.0810714285715,2.0,2.0,808.1,808.1,35.714285714285715,16.428571428571427,104.82142857142857,7.0,7.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,10.809642857142858,3.0,1.0,1345.2339285714286,8.868928571428572,1336.365,0.006636606439701702,1.237570932051727
1,43.0,195.0,2,-1,-1,-1,-1,-1,1815.5228571428572,-1.0,-1.0,-1.0,-1.0,-1.0,0.06535714285714286,0.06535714285714286,1.0,1.0,5.535714285714286,5.535714285714286,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,1815.5228571428572,0.0,1815.5228571428572,0.0,0.011806449480125256
1,67.0,151.0,1,1,-1,-1,-1,-1,5021.998214285714,12591.485714285713,-1.0,-1.0,-1.0,-1.0,0.0014285714285714286,0.00035714285714285714,2.0,1.0,85.10714285714286,85.10714285714286,60.714285714285715,24.392857142857142,0.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,17613.483928571426,0.0,17613.483928571426,0.0,1.6785564217374823e-05
1,53.0,10.0,1,-1,-1,1,1,2,185.90321428571428,-1.0,-1.0,0.0,0.0,9115.112857142858,6029.955357142857,3751.715357142857,63.0,48.0,5773.601071428571,3751.715357142857,0.0,101.34607142857143,1696.0685714285714,96.0,48.0,0.0,6.0,33.0,0.0,0.0,1.0,0.0,0.0,5.162857142857143,1.0,4.0,185.90321428571428,9115.112857142858,-8929.209642857144,-1.0208196719241827,1.0444011079910747
0,24.0,139.0,1,-1,-1,-1,1,-1,8846.825714285715,-1.0,-1.0,-1.0,0.4642857142857143,-1.0,520.0707142857143,490.2910714285714,8.0,3.0,1111.1189285714286,966.0689285714286,278.57142857142856,0.0,663.9285714285714,34.0,25.0,11.0,0.0,6.0,0.0,1.0,1.0,0.0,13.214285714285714,1.0714285714285714,1.0,1.0,8846.825714285715,0.4642857142857143,8846.361428571428,5.248324048051099e-05,0.4680603492970024
1,47.0,92.0,1,-1,-1,-1,-1,-1,2161.553214285714,-1.0,-1.0,-1.0,-1.0,-1.0,2201.577142857143,2148.8985714285714,12.0,11.0,2213.7735714285714,2161.0950000000003,800.0,412.7735714285714,887.6071428571429,52.0,51.0,8.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2161.553214285714,0.0,2161.553214285714,0.0,0.9944906607779004
0,58.0,151.0,1,-1,-1,-1,-1,1,715.6910714285714,-1.0,-1.0,-1.0,-1.0,3571.4285714285716,1584.6292857142857,1482.645,4.0,3.0,1490.6535714285715,1482.332142857143,564.2857142857143,0.0,515.0357142857143,19.0,17.0,3.0,0.0,9.0,1.0,0.0,0.0,4.361785714285714,0.0,0.0,1.0,1.0,715.6910714285714,3571.4285714285716,-2855.7375,-1.2506151467630293,1.063043295252437
0,19.0,150.0,1,-1,2,-1,1,-1,8.540357142857143,-1.0,6667.976428571428,-1.0,641.5753571428571,-1.0,3683.2010714285716,3582.39,12.0,6.0,8534.410714285714,5232.782142857142,1785.7142857142858,699.5892857142857,3045.464285714286,57.0,42.0,10.0,11.0,23.0,0.0,0.0,1.0,0.0,0.0,4.488214285714286,3.0,1.0,6676.516785714285,641.5753571428571,6034.941428571428,0.10631012158612094,0.4315706373061829
1,42.0,181.0,1,-1,-1,-1,-1,-1,930.3110714285714,-1.0,-1.0,-1.0,-1.0,-1.0,0.0017857142857142859,0.0017857142857142859,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5357142857142856,0.0,1.0,-1.0,930.3110714285714,0.0,930.3110714285714,0.0,1785.714285714286
0,53.0,212.0,1,-1,-1,1,-1,-1,949.6864285714286,-1.0,-1.0,97.91107142857143,-1.0,-1.0,485.71535714285716,485.71535714285716,5.0,5.0,729.5557142857143,729.5557142857143,35.714285714285715,518.1557142857143,174.43571428571428,37.0,37.0,1.0,32.0,3.0,1.0,0.0,0.0,0.5701785714285714,0.0,0.0,1.0,1.0,949.6864285714286,97.91107142857143,851.7753571428572,0.1149494059584547,0.6657686958872463
1,30.0,150.0,3,1,1,-1,-1,-1,1180.6592857142857,10940.430357142857,35627.709642857146,-1.0,-1.0,-1.0,911.8089285714286,911.0814285714285,3.0,2.0,833.5678571428572,833.5678571428572,357.14285714285717,0.0,473.49642857142857,11.0,11.0,1.0,0.0,9.0,1.0,0.0,1.0,5.881964285714285,0.0,10.083214285714286,5.0,-1.0,47748.79928571429,0.0,47748.79928571429,0.0,1.0938628687085994
0,64.0,11.0,1,2,1,-1,-1,-1,460.57714285714286,5136.296071428572,0.0,-1.0,-1.0,-1.0,356.2885714285714,352.1092857142857,3.0,2.0,163.03571428571428,163.03571428571428,0.0,0.0,161.71428571428572,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,15.952142857142858,4.0,-1.0,5596.873214285714,0.0,5596.873214285714,0.0,2.1853406218642855
0,69.0,192.0,1,-1,-1,1,-1,-1,950.4725,-1.0,-1.0,0.0,-1.0,-1.0,1108.3325,1001.6996428571429,12.0,10.0,1366.9739285714284,1170.9542857142858,250.0,168.69071428571428,642.2378571428571,35.0,28.0,2.0,12.0,11.0,1.0,0.0,0.0,6.042321428571428,0.0,0.0,1.0,1.0,950.4725,0.0,950.4725,0.0,0.8107927122995554
0,32.0,73.0,1,-1,-1,-1,-1,-1,1175.7549999999999,-1.0,-1.0,-1.0,-1.0,-1.0,771.4689285714286,771.4689285714286,3.0,3.0,673.8928571428571,673.8928571428571,392.85714285714283,0.0,278.42857142857144,11.0,11.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.107142857142857,1.0,-1.0,1175.7549999999999,0.0,1175.7549999999999,0.0,1.1447946350069294
1,49.0,150.0,1,1,1,-1,1,-1,395.4264285714286,4474.939285714286,0.0,-1.0,0.7142857142857143,-1.0,1372.6646428571428,1370.8414285714284,7.0,3.0,1035.607142857143,1034.1785714285713,103.57142857142857,69.53571428571429,856.75,14.0,12.0,1.0,6.0,3.0,1.0,0.0,0.0,1.7980357142857142,0.0,0.0,3.0,1.0,4870.365714285715,0.7142857142857143,4869.651428571429,0.00014668107658551187,1.3254684954611469
0,53.0,0.0,1,-1,-1,-1,-1,-1,1329.2439285714286,-1.0,-1.0,-1.0,-1.0,-1.0,1639.662857142857,1639.662857142857,3.0,3.0,1299.107142857143,1299.107142857143,0.0,60.357142857142854,1225.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1329.2439285714286,0.0,1329.2439285714286,0.0,1.2621459784098943
0,50.0,188.0,1,1,-1,-1,-1,-1,1181.8785714285714,5443.6110714285705,-1.0,-1.0,-1.0,-1.0,16.685,0.00035714285714285714,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.51571428571429,0.0,0.0,2.0,-1.0,6625.489642857142,0.0,6625.489642857142,0.0,16685000.0
1,38.0,181.0,1,-1,-1,-1,-1,-1,825.4510714285715,-1.0,-1.0,-1.0,-1.0,-1.0,449.8582142857143,449.8582142857143,4.0,4.0,571.4214285714286,571.4214285714286,207.14285714285714,190.95714285714286,171.42857142857142,25.0,25.0,5.0,15.0,2.0,1.0,0.0,0.0,0.7430357142857142,0.0,0.0,1.0,-1.0,825.4510714285715,0.0,825.4510714285715,0.0,0.787261714393722
1,77.0,129.0,1,-1,-1,-1,-1,-1,27.09035714285714,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,27.09035714285714,0.0,27.09035714285714,0.0,0.0
0,46.0,102.0,1,2,-1,-1,-1,-1,956.6560714285714,10861.7475,-1.0,-1.0,-1.0,-1.0,8.132142857142856,0.07142857142857142,4.0,2.0,1.6382142857142856,1.6382142857142856,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.033928571428572,3.0,-1.0,11818.403571428571,0.0,11818.403571428571,0.0,4.964025746834077
0,52.0,115.0,1,-1,-1,-1,-1,-1,1704.7117857142857,-1.0,-1.0,-1.0,-1.0,-1.0,535.7164285714285,535.7164285714285,3.0,3.0,556.3642857142858,556.3642857142858,125.0,358.04285714285714,41.67857142857143,14.0,14.0,2.0,7.0,2.0,0.0,1.0,1.0,0.0,4.928571428571429,12.208214285714286,1.0,-1.0,1704.7117857142857,0.0,1704.7117857142857,0.0,0.9628878800528391
1,57.0,20.0,1,1,-1,-1,-1,-1,1401.1364285714285,3779.0092857142854,-1.0,-1.0,-1.0,-1.0,18518.535714285714,9673.50607142857,13.0,4.0,19754.678571428572,10301.107142857143,1642.857142857143,97.53571428571429,525.0,8.0,6.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.21428571428571427,0.0,2.0,-1.0,5180.145714285714,0.0,5180.145714285714,0.0,0.9374253114971897
1,31.0,54.0,1,1,2,-1,-1,-1,0.3882142857142857,3845.991785714286,31884.509285714284,-1.0,-1.0,-1.0,442.7532142857143,442.21964285714284,4.0,3.0,881.2857142857143,881.2857142857143,357.14285714285717,0.0,519.75,6.0,6.0,1.0,0.0,4.0,1.0,1.0,1.0,5.942857142857143,2.108214285714286,7.586428571428571,4.0,-1.0,35730.889285714286,0.0,35730.889285714286,0.0,0.5023946338925657
1,73.0,40.0,1,-1,-1,-1,-1,1,237.47571428571428,-1.0,-1.0,-1.0,-1.0,7142.857142857143,509.7721428571429,359.1796428571429,4.0,3.0,364.39285714285717,361.57142857142856,0.0,0.0,123.5,6.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,237.47571428571428,7142.857142857143,-6905.381428571429,-1.0343899490240371,1.3989630462441474
0,33.0,61.0,1,1,-1,-1,-1,-1,2014.4267857142856,36183.43357142857,-1.0,-1.0,-1.0,-1.0,547.9475,547.1978571428572,4.0,3.0,329.2857142857143,329.2857142857143,0.0,0.0,329.07142857142856,4.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.9769642857142857,1.7867857142857144,0.0,2.0,-1.0,38197.860357142854,0.0,38197.860357142854,0.0,1.6640488018879211
0,63.0,27.0,1,-1,-1,-1,-1,-1,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.143928571428572,7.143928571428572,2.0,2.0,8.642857142857142,8.642857142857142,3.5714285714285716,4.607142857142857,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4473214285714286,0.0,0.0,1.0,-1.0,50.0,0.0,50.0,0.0,0.8265701522976685
0,38.0,71.0,1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2227.9314285714286,2227.9314285714286,17.0,17.0,2113.277857142857,2113.277857142857,0.0,463.06964285714287,1649.029642857143,24.0,24.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0542539022906003
1,29.0,14.0,1,-1,-1,-1,-1,-1,663.8435714285714,-1.0,-1.0,-1.0,-1.0,-1.0,167.78821428571428,167.78821428571428,3.0,3.0,185.64285714285714,185.64285714285714,0.0,0.0,183.46428571428572,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,663.8435714285714,0.0,663.8435714285714,0.0,0.9038226192175772
1,78.0,58.0,1,-1,1,-1,-1,-1,814.4560714285715,-1.0,0.0,-1.0,-1.0,-1.0,782.1517857142857,782.1517857142857,5.0,5.0,267.0575,267.0575,0.0,0.0,264.4503571428571,8.0,8.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,13.214285714285714,2.0,-1.0,814.4560714285715,0.0,814.4560714285715,0.0,2.928776697098973
1,24.0,25.0,1,-1,-1,1,-1,-1,1525.1414285714286,-1.0,-1.0,0.0,-1.0,-1.0,178.5732142857143,178.5732142857143,2.0,2.0,218.24178571428573,218.24178571428573,28.571428571428573,90.06321428571428,99.60714285714286,20.0,20.0,4.0,14.0,2.0,0.0,1.0,1.0,0.0,1.7857142857142858,20.214285714285715,1.0,1.0,1525.1414285714286,0.0,1525.1414285714286,0.0,0.8182356686783174
0,63.0,47.0,1,-1,-1,-1,-1,-1,1023.3364285714285,-1.0,-1.0,-1.0,-1.0,-1.0,892.8614285714285,892.8614285714285,3.0,3.0,564.7675,564.7675,225.0,338.5175,0.0,34.0,34.0,6.0,27.0,0.0,0.0,1.0,0.0,0.0,8.928214285714287,0.0,1.0,-1.0,1023.3364285714285,0.0,1023.3364285714285,0.0,1.580936273759542
0,52.0,31.0,1,1,1,-1,-1,-1,4446.794642857143,1253.6607142857142,33004.46142857143,-1.0,-1.0,-1.0,528.9292857142857,526.3135714285714,3.0,2.0,325.9857142857143,325.9857142857143,0.0,102.09285714285714,222.82142857142858,11.0,11.0,0.0,2.0,8.0,1.0,0.0,0.0,2.1423214285714285,0.0,0.0,3.0,-1.0,38704.91678571428,0.0,38704.91678571428,0.0,1.6225535687988626
0,54.0,12.0,1,-1,-1,-1,-1,-1,2663.1378571428572,-1.0,-1.0,-1.0,-1.0,-1.0,684.0367857142857,684.0367857142857,2.0,2.0,674.3821428571429,674.3821428571429,0.0,0.0,142.85714285714286,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2663.1378571428572,0.0,2663.1378571428572,0.0,1.0143162774179086
1,30.0,58.0,1,-1,-1,-1,-1,-1,192.7760714285714,-1.0,-1.0,-1.0,-1.0,-1.0,0.0071428571428571435,0.0071428571428571435,1.0,1.0,445.25,445.25,428.57142857142856,12.428571428571429,0.0,15.0,15.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,192.7760714285714,0.0,192.7760714285714,0.0,1.604235177274518e-05
0,64.0,179.0,1,-1,-1,1,-1,-1,57.60035714285714,-1.0,-1.0,192.0142857142857,-1.0,-1.0,886.6121428571429,886.6121428571429,2.0,2.0,896.0107142857142,896.0107142857142,0.0,0.0,566.6785714285714,9.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57.60035714285714,192.0142857142857,-134.41392857142856,-1.428529685751857,0.9895106472855356
1,43.0,136.0,1,-1,-1,-1,-1,-1,730.9875000000001,-1.0,-1.0,-1.0,-1.0,-1.0,428.57428571428574,428.57428571428574,2.0,2.0,411.7575,411.7575,242.85714285714286,152.7932142857143,10.714285714285714,25.0,25.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,730.9875000000001,0.0,730.9875000000001,0.0,1.040841477504221
1,43.0,152.0,1,-1,-1,-1,-1,-1,3274.0575,-1.0,-1.0,-1.0,-1.0,-1.0,421.68142857142857,421.68142857142857,2.0,2.0,461.92857142857144,461.92857142857144,232.14285714285714,0.0,226.96428571428572,6.0,6.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,29.78107142857143,1.0,-1.0,3274.0575,0.0,3274.0575,0.0,0.9128714994927786
1,40.0,150.0,1,-1,-1,-1,-1,-1,2032.232857142857,-1.0,-1.0,-1.0,-1.0,-1.0,482.1482142857143,482.1482142857143,3.0,3.0,618.4642857142857,618.4642857142857,285.7142857142857,0.0,330.4642857142857,7.0,7.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,1.7857142857142858,0.0,1.0,-1.0,2032.232857142857,0.0,2032.232857142857,0.0,0.7795894195398451
1,39.0,160.0,1,-1,-1,-1,-1,-1,227.26214285714286,-1.0,-1.0,-1.0,-1.0,-1.0,1500.0057142857145,1500.0057142857145,6.0,6.0,1355.9464285714287,1355.9464285714287,35.714285714285715,584.4107142857143,732.4285714285714,38.0,38.0,1.0,29.0,7.0,1.0,0.0,0.0,4.179285714285714,0.0,0.0,1.0,-1.0,227.26214285714286,0.0,227.26214285714286,0.0,1.1062426077996446
0,21.0,151.0,1,-1,1,1,-1,-1,2815.486785714286,-1.0,0.0,0.0,-1.0,-1.0,1101.9939285714286,910.4160714285715,15.0,13.0,1190.8760714285713,947.8539285714286,96.42857142857143,308.2610714285714,349.94357142857143,33.0,23.0,6.0,11.0,3.0,1.0,0.0,1.0,0.3964285714285714,0.0,2.380714285714286,2.0,1.0,2815.486785714286,0.0,2815.486785714286,0.0,0.9253640694317721
0,29.0,172.0,1,-1,-1,-1,-1,-1,393.41285714285715,-1.0,-1.0,-1.0,-1.0,-1.0,1448.2724999999998,1448.2724999999998,3.0,3.0,1754.9928571428572,1754.9928571428572,767.8571428571429,337.45714285714286,645.75,34.0,34.0,4.0,12.0,17.0,0.0,0.0,1.0,0.0,0.0,8.318214285714285,1.0,-1.0,393.41285714285715,0.0,393.41285714285715,0.0,0.8252298539451434
1,58.0,25.0,1,-1,-1,-1,-1,-1,6586.222857142857,-1.0,-1.0,-1.0,-1.0,-1.0,26.78607142857143,26.78607142857143,2.0,2.0,42.67857142857143,42.67857142857143,35.714285714285715,6.964285714285714,0.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6586.222857142857,0.0,6586.222857142857,0.0,0.6276234162565225
